MatchID,TeamID,OriginPlayerID,DestinationPlayerID,MatchPeriod,EventTime,EventType,EventSubType,EventOrigin_x,EventOrigin_y,EventDestination_x,EventDestination_y
1,Huskies,Huskies_D3,Huskies_G1,1H,251.513079,Pass,Simple pass,19.0,24.0,8.0,45.0
1,Huskies,Huskies_G1,Huskies_D3,1H,257.295203,Pass,Simple pass,8.0,45.0,19.0,13.0
1,Huskies,Huskies_D3,Huskies_G1,1H,259.614989,Pass,Simple pass,19.0,13.0,12.0,38.0
1,Huskies,Huskies_G1,,1H,263.911988,Pass,Launch,12.0,38.0,68.0,93.0
1,Opponent1,Opponent1_D1,,1H,266.637152,Duel,Air duel,32.0,7.0,36.0,0.0
1,Huskies,Huskies_F1,,1H,267.581741,Duel,Air duel,68.0,93.0,64.0,100.0
1,Huskies,Huskies_D2,Huskies_D3,1H,286.49734,Pass,Simple pass,48.0,50.0,55.0,24.0
1,Huskies,Huskies_D3,Huskies_D4,1H,288.281009,Pass,Simple pass,55.0,24.0,60.0,5.0
1,Huskies,Huskies_D4,Huskies_D3,1H,291.122151,Pass,Simple pass,60.0,5.0,33.0,21.0
1,Huskies,Huskies_D3,Huskies_G1,1H,294.666496,Pass,Simple pass,33.0,21.0,15.0,70.0
1,Huskies,Huskies_G1,Huskies_F1,1H,298.519487,Pass,High pass,15.0,70.0,60.0,99.0
1,Huskies,Huskies_F1,,1H,301.877951,Duel,Air duel,60.0,99.0,59.0,100.0
1,Opponent1,Opponent1_D2,,1H,314.678208,Free Kick,Throw in,41.0,0.0,70.0,7.0
1,Opponent1,Opponent1_F1,,1H,317.00011800000004,Duel,Air duel,70.0,7.0,55.0,12.0
1,Huskies,Huskies_D1,,1H,317.43174799999997,Duel,Air duel,30.0,93.0,45.0,88.0
1,Opponent1,Opponent1_M1,Opponent1_D1,1H,318.875721,Pass,Simple pass,55.0,12.0,62.0,9.0
1,Opponent1,Opponent1_D1,,1H,320.770799,Pass,Simple pass,62.0,9.0,73.0,4.0
1,Huskies,Huskies_D1,,1H,321.88561500000003,Others on the ball,Touch,27.0,96.0,30.0,95.0
1,Huskies,Huskies_M1,,1H,323.96580900000004,Duel,Ground defending duel,30.0,95.0,19.0,98.0
1,Opponent1,Opponent1_F1,,1H,324.30409499999996,Duel,Ground attacking duel,70.0,5.0,81.0,2.0
1,Huskies,Huskies_D1,Huskies_M3,1H,325.77882999999997,Pass,Simple pass,19.0,98.0,35.0,86.0
1,Huskies,Huskies_M3,Huskies_M1,1H,329.565823,Pass,Simple pass,35.0,86.0,30.0,97.0
1,Huskies,Huskies_M1,,1H,331.792997,Pass,Simple pass,30.0,97.0,48.0,87.0
1,Opponent1,Opponent1_M1,,1H,332.29851399999995,Others on the ball,Touch,52.0,13.0,47.0,0.0
1,Huskies,Huskies_M1,,1H,342.429756,Free Kick,Throw in,61.0,100.0,66.0,93.0
1,Huskies,Huskies_F3,,1H,343.783009,Others on the ball,Touch,66.0,93.0,53.0,89.0
1,Opponent1,Opponent1_F2,,1H,344.97493699999995,Duel,Ground loose ball duel,47.0,11.0,52.0,14.0
1,Huskies,Huskies_F3,,1H,345.48321799999997,Duel,Ground loose ball duel,53.0,89.0,48.0,86.0
1,Opponent1,Opponent1_F1,,1H,346.095817,Pass,Simple pass,52.0,14.0,53.0,41.0
1,Huskies,Huskies_M2,Huskies_D3,1H,349.65180499999997,Pass,Simple pass,47.0,59.0,47.0,27.0
1,Huskies,Huskies_D3,Huskies_M3,1H,352.602839,Pass,Simple pass,47.0,27.0,45.0,40.0
1,Huskies,Huskies_M3,Huskies_D3,1H,354.424746,Pass,Simple pass,45.0,40.0,47.0,12.0
1,Huskies,Huskies_D3,,1H,356.394218,Pass,High pass,47.0,12.0,99.0,9.0
1,Opponent1,Opponent1_G1,,1H,376.49362199999996,Free Kick,Goal kick,100.0,100.0,19.0,68.0
1,Opponent1,Opponent1_D4,Opponent1_M3,1H,380.02212,Pass,Simple pass,19.0,68.0,27.0,65.0
1,Opponent1,Opponent1_M3,Opponent1_D3,1H,380.84080800000004,Pass,Simple pass,27.0,65.0,27.0,90.0
1,Opponent1,Opponent1_D3,,1H,383.03896299999997,Others on the ball,Touch,27.0,90.0,49.0,90.0
1,Opponent1,Opponent1_D3,,1H,386.393817,Pass,High pass,49.0,90.0,92.0,45.0
1,Huskies,Huskies_G1,Huskies_D1,1H,390.709116,Pass,Hand pass,8.0,55.0,25.0,94.0
1,Huskies,Huskies_D1,Huskies_D2,1H,395.60980199999995,Pass,Simple pass,25.0,94.0,24.0,55.0
1,Huskies,Huskies_D2,Huskies_D3,1H,398.39209900000003,Pass,Simple pass,24.0,55.0,24.0,20.0
1,Huskies,Huskies_D3,Huskies_M2,1H,401.47368800000004,Pass,Simple pass,24.0,20.0,33.0,20.0
1,Huskies,Huskies_M2,Huskies_M3,1H,402.505899,Pass,Simple pass,33.0,20.0,33.0,35.0
1,Huskies,Huskies_M3,Huskies_D3,1H,403.23103000000003,Pass,Simple pass,33.0,35.0,24.0,24.0
1,Huskies,Huskies_D3,Huskies_D2,1H,405.513278,Pass,Simple pass,24.0,24.0,29.0,68.0
1,Huskies,Huskies_D2,Huskies_D1,1H,409.39515100000006,Pass,Simple pass,29.0,68.0,25.0,88.0
1,Huskies,Huskies_D1,Huskies_M1,1H,411.01268400000004,Pass,Simple pass,25.0,88.0,31.0,99.0
1,Huskies,Huskies_M1,Huskies_D1,1H,413.89920800000004,Pass,Simple pass,31.0,99.0,27.0,88.0
1,Huskies,Huskies_D1,Huskies_D2,1H,415.523873,Pass,Simple pass,27.0,88.0,29.0,53.0
1,Huskies,Huskies_D2,Huskies_D3,1H,417.77838099999997,Pass,Simple pass,29.0,53.0,37.0,14.0
1,Huskies,Huskies_D3,Huskies_M2,1H,421.153644,Pass,Simple pass,37.0,14.0,42.0,16.0
1,Huskies,Huskies_M2,Huskies_D2,1H,423.251583,Pass,Simple pass,42.0,16.0,36.0,54.0
1,Huskies,Huskies_D2,Huskies_D1,1H,426.777238,Pass,Simple pass,36.0,54.0,32.0,85.0
1,Huskies,Huskies_D1,Huskies_F2,1H,429.550573,Pass,Simple pass,32.0,85.0,59.0,67.0
1,Huskies,Huskies_F2,,1H,430.165209,Duel,Ground loose ball duel,59.0,67.0,58.0,70.0
1,Opponent1,Opponent1_M1,,1H,430.180392,Duel,Ground loose ball duel,41.0,33.0,42.0,30.0
1,Opponent1,Opponent1_M3,Opponent1_F2,1H,432.03945799999997,Pass,Simple pass,42.0,30.0,47.0,50.0
1,Opponent1,Opponent1_F2,Opponent1_D3,1H,435.13183200000003,Pass,Simple pass,47.0,50.0,41.0,54.0
1,Opponent1,Opponent1_D3,Opponent1_G1,1H,437.28470100000004,Pass,Simple pass,41.0,54.0,14.0,55.0
1,Opponent1,Opponent1_G1,Opponent1_D3,1H,440.93140500000004,Pass,Simple pass,14.0,55.0,36.0,85.0
1,Opponent1,Opponent1_D3,Opponent1_M3,1H,446.42999,Pass,Simple pass,36.0,85.0,41.0,70.0
1,Opponent1,Opponent1_M3,Opponent1_D2,1H,448.82333700000004,Pass,Simple pass,41.0,70.0,51.0,13.0
1,Opponent1,Opponent1_D2,Opponent1_D1,1H,452.249359,Pass,High pass,51.0,13.0,84.0,12.0
1,Opponent1,Opponent1_D1,,1H,457.03909999999996,Offside,,84.0,12.0,100.0,100.0
1,Huskies,Huskies_D1,,1H,469.35998900000004,Free Kick,Free Kick,23.0,92.0,38.0,74.0
1,Huskies,Huskies_M3,Huskies_D1,1H,470.526751,Pass,Simple pass,38.0,74.0,23.0,81.0
1,Huskies,Huskies_D1,Huskies_D2,1H,472.345004,Pass,Simple pass,23.0,81.0,33.0,56.0
1,Huskies,Huskies_D2,Huskies_D3,1H,475.81912,Pass,Simple pass,33.0,56.0,31.0,16.0
1,Huskies,Huskies_D3,Huskies_D2,1H,478.06325200000003,Pass,Simple pass,31.0,16.0,35.0,59.0
1,Huskies,Huskies_D2,Huskies_M3,1H,483.45968300000004,Pass,Simple pass,35.0,59.0,37.0,42.0
1,Huskies,Huskies_M3,Huskies_D2,1H,486.90414599999997,Pass,Simple pass,37.0,42.0,41.0,84.0
1,Huskies,Huskies_D2,Huskies_M1,1H,488.64204600000005,Pass,Simple pass,41.0,84.0,49.0,97.0
1,Huskies,Huskies_M1,Huskies_D1,1H,492.91364899999996,Pass,Simple pass,49.0,97.0,40.0,86.0
1,Huskies,Huskies_D1,Huskies_D2,1H,495.20349699999997,Pass,Simple pass,40.0,86.0,43.0,46.0
1,Huskies,Huskies_D2,Huskies_D3,1H,499.177369,Pass,Simple pass,43.0,46.0,44.0,13.0
1,Huskies,Huskies_D3,,1H,502.131891,Pass,Simple pass,44.0,13.0,46.0,16.0
1,Opponent1,Opponent1_F3,Opponent1_F2,1H,504.39691700000003,Pass,Simple pass,54.0,84.0,55.0,48.0
1,Opponent1,Opponent1_F2,Opponent1_M2,1H,506.68086400000004,Pass,Simple pass,55.0,48.0,55.0,32.0
1,Opponent1,Opponent1_M2,Opponent1_D1,1H,510.87465499999996,Pass,Simple pass,55.0,32.0,43.0,28.0
1,Opponent1,Opponent1_D1,Opponent1_D2,1H,512.290179,Pass,Simple pass,43.0,28.0,41.0,38.0
1,Opponent1,Opponent1_D2,,1H,515.234796,Others on the ball,Touch,41.0,38.0,61.0,52.0
1,Opponent1,Opponent1_D2,Opponent1_M3,1H,516.923641,Pass,Simple pass,61.0,52.0,57.0,86.0
1,Opponent1,Opponent1_M3,Opponent1_F3,1H,520.306956,Pass,Smart pass,57.0,86.0,99.0,72.0
1,Opponent1,Opponent1_F3,,1H,521.958665,Pass,Cross,99.0,72.0,100.0,100.0
1,Huskies,Huskies_G1,,1H,525.38964,Save attempt,Save attempt,0.0,0.0,1.0,28.0
1,Opponent1,Opponent1_M2,,1H,560.069695,Free Kick,Corner,100.0,100.0,97.0,58.0
1,Huskies,Huskies_F2,,1H,564.346571,Others on the ball,Clearance,3.0,42.0,0.0,49.0
1,Opponent1,Opponent1_M2,,1H,601.18855,Free Kick,Corner,100.0,2.0,92.0,37.0
1,Huskies,Huskies_F2,,1H,603.683568,Others on the ball,Clearance,8.0,63.0,38.0,32.0
1,Opponent1,Opponent1_M3,Opponent1_D1,1H,605.781783,Pass,Simple pass,62.0,68.0,55.0,29.0
1,Opponent1,Opponent1_D1,Opponent1_M1,1H,607.665948,Pass,Simple pass,55.0,29.0,60.0,27.0
1,Opponent1,Opponent1_M1,Opponent1_M2,1H,609.742066,Pass,Simple pass,60.0,27.0,71.0,8.0
1,Opponent1,Opponent1_M2,Opponent1_F2,1H,611.626465,Pass,Simple pass,71.0,8.0,67.0,14.0
1,Opponent1,Opponent1_F2,Opponent1_M2,1H,614.115182,Pass,Smart pass,67.0,14.0,90.0,7.0
1,Opponent1,Opponent1_M2,,1H,617.462705,Duel,Ground attacking duel,90.0,7.0,93.0,7.0
1,Huskies,Huskies_F1,,1H,619.152379,Duel,Ground defending duel,10.0,93.0,7.0,93.0
1,Opponent1,Opponent1_M2,,1H,621.482191,Duel,Ground defending duel,93.0,7.0,94.0,16.0
1,Huskies,Huskies_M1,,1H,626.515396,Pass,High pass,6.0,84.0,47.0,85.0
1,Opponent1,Opponent1_D2,Opponent1_F2,1H,628.545296,Pass,Head pass,53.0,15.0,75.0,10.0
1,Opponent1,Opponent1_F2,,1H,630.785688,Pass,Simple pass,75.0,10.0,69.0,32.0
1,Huskies,Huskies_D2,,1H,632.296404,Duel,Ground loose ball duel,31.0,68.0,35.0,61.0
1,Opponent1,Opponent1_F1,,1H,633.122532,Duel,Ground loose ball duel,69.0,32.0,65.0,39.0
1,Huskies,Huskies_D2,Huskies_F2,1H,634.315811,Pass,Simple pass,35.0,61.0,32.0,72.0
1,Huskies,Huskies_F2,,1H,634.786425,Duel,Ground loose ball duel,32.0,72.0,26.0,69.0
1,Opponent1,Opponent1_M1,,1H,634.804605,Duel,Ground loose ball duel,68.0,28.0,74.0,31.0
1,Opponent1,Opponent1_M1,,1H,635.811991,Pass,Simple pass,74.0,31.0,71.0,32.0
1,Huskies,Huskies_D2,,1H,636.694376,Duel,Ground defending duel,29.0,68.0,20.0,67.0
1,Opponent1,Opponent1_F1,,1H,638.163835,Duel,Ground attacking duel,71.0,32.0,80.0,33.0
1,Huskies,Huskies_D1,Huskies_D3,1H,638.716336,Pass,Simple pass,20.0,67.0,22.0,37.0
1,Huskies,Huskies_D3,,1H,639.544113,Others on the ball,Touch,22.0,37.0,41.0,42.0
1,Huskies,Huskies_D3,Huskies_M3,1H,644.849345,Pass,Simple pass,41.0,42.0,44.0,35.0
1,Huskies,Huskies_M3,Huskies_M2,1H,648.45343,Pass,Simple pass,44.0,35.0,58.0,25.0
1,Huskies,Huskies_M2,Huskies_M3,1H,648.788178,Pass,Simple pass,58.0,25.0,44.0,45.0
1,Huskies,Huskies_M3,Huskies_D1,1H,654.272547,Pass,Simple pass,44.0,45.0,45.0,88.0
1,Huskies,Huskies_D1,Huskies_M1,1H,656.786591,Pass,Simple pass,45.0,88.0,46.0,66.0
1,Huskies,Huskies_M1,Huskies_D2,1H,658.984182,Pass,Simple pass,46.0,66.0,35.0,53.0
1,Huskies,Huskies_D2,Huskies_D3,1H,660.927154,Pass,Simple pass,35.0,53.0,36.0,26.0
1,Huskies,Huskies_D3,Huskies_D4,1H,662.816659,Pass,Simple pass,36.0,26.0,44.0,9.0
1,Huskies,Huskies_D4,Huskies_D3,1H,664.192536,Pass,Simple pass,44.0,9.0,29.0,28.0
1,Huskies,Huskies_D3,Huskies_D1,1H,666.398299,Pass,Simple pass,29.0,28.0,30.0,88.0
1,Huskies,Huskies_D1,Huskies_M1,1H,670.794207,Pass,Simple pass,30.0,88.0,54.0,98.0
1,Huskies,Huskies_M1,Huskies_D1,1H,672.485389,Pass,Simple pass,54.0,98.0,40.0,88.0
1,Huskies,Huskies_D1,Huskies_D2,1H,677.030895,Pass,Simple pass,40.0,88.0,39.0,58.0
1,Huskies,Huskies_D2,Huskies_D3,1H,679.627443,Pass,Simple pass,39.0,58.0,42.0,22.0
1,Huskies,Huskies_D3,Huskies_D4,1H,681.346038,Pass,Simple pass,42.0,22.0,45.0,7.0
1,Huskies,Huskies_D4,,1H,683.979176,Pass,High pass,45.0,7.0,86.0,29.0
1,Opponent1,Opponent1_G1,,1H,687.071588,Others on the ball,Touch,14.0,71.0,13.0,69.0
1,Opponent1,Opponent1_G1,Opponent1_D3,1H,694.414732,Pass,Hand pass,13.0,69.0,28.0,96.0
1,Opponent1,Opponent1_D3,Opponent1_M2,1H,698.002619,Pass,Simple pass,28.0,96.0,32.0,91.0
1,Opponent1,Opponent1_M2,Opponent1_G1,1H,699.267219,Pass,Simple pass,32.0,91.0,9.0,64.0
1,Opponent1,Opponent1_G1,,1H,701.248096,Others on the ball,Clearance,9.0,64.0,14.0,100.0
1,Huskies,Huskies_D4,,1H,716.077204,Free Kick,Throw in,88.0,0.0,88.0,10.0
1,Huskies,Huskies_M2,Huskies_D4,1H,717.476578,Pass,Simple pass,88.0,10.0,94.0,5.0
1,Huskies,Huskies_D4,Huskies_M2,1H,719.441687,Pass,Simple pass,94.0,5.0,82.0,5.0
1,Huskies,Huskies_M2,,1H,721.197109,Pass,Simple pass,82.0,5.0,88.0,27.0
1,Opponent1,Opponent1_M1,,1H,721.755055,Duel,Ground loose ball duel,12.0,73.0,16.0,70.0
1,Huskies,Huskies_F2,,1H,721.765261,Duel,Ground loose ball duel,88.0,27.0,84.0,30.0
1,Huskies,Huskies_F3,,1H,723.551302,Duel,Ground attacking duel,84.0,30.0,83.0,45.0
1,Opponent1,Opponent1_D4,,1H,724.435673,Duel,Ground defending duel,16.0,70.0,17.0,55.0
1,Huskies,Huskies_F3,,1H,725.762958,Shot,Shot,83.0,45.0,0.0,0.0
1,Opponent1,Opponent1_G1,,1H,755.184368,Free Kick,Goal kick,100.0,100.0,74.0,95.0
1,Opponent1,Opponent1_M2,,1H,761.449998,Pass,Simple pass,74.0,95.0,69.0,96.0
1,Huskies,Huskies_M3,Huskies_D3,1H,763.935874,Pass,Simple pass,31.0,4.0,26.0,15.0
1,Huskies,Huskies_D3,Huskies_D2,1H,766.375013,Pass,Simple pass,26.0,15.0,28.0,46.0
1,Huskies,Huskies_D2,Huskies_D1,1H,768.959506,Pass,Simple pass,28.0,46.0,27.0,75.0
1,Huskies,Huskies_D1,,1H,770.158252,Others on the ball,Touch,27.0,75.0,43.0,78.0
1,Huskies,Huskies_D1,,1H,773.39886,Pass,High pass,43.0,78.0,73.0,100.0
1,Opponent1,Opponent1_D2,,1H,788.511745,Free Kick,Throw in,26.0,0.0,44.0,13.0
1,Opponent1,Opponent1_F2,,1H,792.588341,Duel,Ground attacking duel,44.0,13.0,37.0,7.0
1,Opponent1,Opponent1_D1,,1H,793.183367,Pass,Head pass,37.0,7.0,56.0,12.0
1,Huskies,Huskies_D1,,1H,793.285266,Duel,Ground defending duel,56.0,87.0,44.0,88.0
1,Opponent1,Opponent1_F1,,1H,794.786709,Duel,Air duel,56.0,12.0,56.0,15.0
1,Huskies,Huskies_D2,,1H,795.154612,Duel,Air duel,44.0,88.0,44.0,85.0
1,Huskies,Huskies_D2,,1H,797.654391,Foul,Foul,44.0,85.0,44.0,88.0
1,Opponent1,Opponent1_D1,,1H,825.828045,Free Kick,Free Kick,55.0,9.0,89.0,47.0
1,Huskies,Huskies_D2,,1H,829.859085,Duel,Air duel,11.0,53.0,24.0,56.0
1,Opponent1,Opponent1_F1,,1H,829.866663,Duel,Air duel,89.0,47.0,76.0,44.0
1,Opponent1,Opponent1_M3,,1H,830.738423,Others on the ball,Touch,76.0,44.0,80.0,46.0
1,Huskies,Huskies_M1,Huskies_F2,1H,831.334785,Pass,Simple pass,20.0,54.0,23.0,63.0
1,Huskies,Huskies_F2,Huskies_F1,1H,833.172272,Pass,Head pass,23.0,63.0,31.0,97.0
1,Huskies,Huskies_F1,,1H,835.136786,Duel,Ground attacking duel,31.0,97.0,32.0,88.0
1,Opponent1,Opponent1_F2,,1H,836.817538,Duel,Ground attacking duel,68.0,12.0,67.0,5.0
1,Huskies,Huskies_F1,,1H,837.61869,Duel,Ground defending duel,32.0,88.0,33.0,95.0
1,Huskies,Huskies_F1,,1H,840.034574,Foul,Foul,33.0,95.0,32.0,88.0
1,Opponent1,Opponent1_M2,,1H,864.580428,Free Kick,Free kick cross,72.0,4.0,89.0,65.0
1,Opponent1,Opponent1_D4,,1H,868.743228,Duel,Air duel,89.0,65.0,87.0,65.0
1,Opponent1,Opponent1_D4,,1H,869.2070630000001,Duel,Air duel,87.0,65.0,76.0,65.0
1,Opponent1,Opponent1_M3,,1H,871.508779,Shot,Shot,76.0,65.0,100.0,100.0
1,Huskies,Huskies_D1,,1H,872.877506,Pass,Simple pass,9.0,57.0,12.0,40.0
1,Opponent1,Opponent1_D4,,1H,873.3274919999999,Others on the ball,Touch,88.0,60.0,83.0,67.0
1,Opponent1,Opponent1_M3,,1H,874.3453139999999,Shot,Shot,83.0,67.0,100.0,100.0
1,Huskies,Huskies_D2,,1H,875.234596,Others on the ball,Touch,11.0,46.0,41.0,13.0
1,Huskies,Huskies_F3,Huskies_M2,1H,876.588559,Pass,Simple pass,41.0,13.0,37.0,25.0
1,Huskies,Huskies_M2,Huskies_F3,1H,877.617215,Pass,Simple pass,37.0,25.0,44.0,11.0
1,Huskies,Huskies_F3,,1H,879.947369,Pass,High pass,44.0,11.0,47.0,45.0
1,Opponent1,Opponent1_M3,,1H,880.6243770000001,Pass,Head pass,53.0,55.0,67.0,46.0
1,Huskies,Huskies_D2,,1H,882.9651289999999,Pass,Launch,33.0,54.0,61.0,21.0
1,Opponent1,Opponent1_D3,,1H,885.8160230000001,Duel,Air duel,39.0,79.0,48.0,57.0
1,Huskies,Huskies_M2,,1H,885.8595,Duel,Air duel,61.0,21.0,52.0,43.0
1,Opponent1,Opponent1_M3,,1H,886.6599430000001,Duel,Air duel,48.0,57.0,57.0,60.0
1,Huskies,Huskies_M3,,1H,887.049608,Duel,Air duel,52.0,43.0,43.0,40.0
1,Huskies,Huskies_D3,Huskies_F3,1H,888.4075290000001,Pass,High pass,43.0,40.0,76.0,8.0
1,Huskies,Huskies_F3,,1H,892.350866,Offside,,76.0,8.0,0.0,0.0
1,Opponent1,Opponent1_D3,,1H,902.5756369999999,Free Kick,Free Kick,28.0,88.0,19.0,61.0
