marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date
US	32717440	R2M4WTN0Z3EJZ5	B00AHO43BG	667171015	fctry - baby pacifiers	Baby	5	0	0	N	Y	I mustache you a question..	went well with the baby one-piece tuxedo. excellent	8/31/2015
US	114040	R2WGKHKDDYUBV8	B0028IDXDS	450475749	wubbanub brown monkey pacifier	Baby	5	0	0	N	Y	Five Stars	"Perfect, love!"	8/31/2015
US	2761934	R2UQFAFNMGSFKE	B00K92MWE6	181638405	chicco pacifier hard shield	Baby	4	0	0	N	Y	Four Stars	He likes them over all the others and that's what matters.	8/31/2015
US	12996130	R1B3QE6JZ2OKEY	B00I0M8QTW	339747365	"tommee tippee night pacifier, 2 count"	Baby	5	0	0	N	Y	Baby's favorite	These are the only type of pacifier that my baby will take! They stay in his mouth really well compared to other brands we tried. He loves them.	8/31/2015
US	9603909	R3CSWENZZI15LL	B000AKB4IM	295960359	the original billy-bob teeth two front teeth pacifier	Baby	5	0	0	N	Y	Five Stars	Very Cute	8/31/2015
US	45264480	R31OJB468465EI	B00B7U61RI	64500002	"nuk baby talk puller pacifier in assorted colors and styles, 0-6 months"	Baby	5	0	0	N	Y	Love these! The shape of them allows my daughter ...	Love these! The shape of them allows my daughter to get a good suction and they stay in her mouth!	8/30/2015
US	45264480	R28PVLOQYIT58Q	B001FGL9X0	812583172	wubbanub brown puppy pacifier	Baby	4	0	0	N	Y	I do not like these pacifiers	I do not like these pacifiers; the only reason I gave it a high rating is that the animal attached helps the pacifier stay in my child's mouth.	8/30/2015
US	766380	R15YIDY8YOE6WJ	B0057EEC3A	218530709	"philips avent translucent orthodontic infant pacifier, 0-6 months"	Baby	5	0	0	N	Y	Five Stars	good	8/30/2015
US	28601116	R1DBF6ZC7B0RT	B00B5O3LSS	355871588	levana stella 4.3 ptz digital baby video monitor with talk to baby intercom	baby	5	0	0	n	y	tried many others and this is the best!	"this is hands down the best baby monitor on the market. we've had it for 9 months with no problems.<br />the camera can move side to side and even zoom. there is a microphone so you can speak to your baby if you want to.<br />the screen can time out, lighten or darken, and you can use more than one monitor while using 1 screen. we have also dropped this screen on multiple occasions and it has survived with no scratches.<br />this is the monitor you will want."	8/30/2015
us	20849759	rzhlaecz5ztnc	b006zsyhc8	889038044	aden by aden + anais sleeping bag	baby	1	0	0	n	y	one star	"giant, way too big. sizing is way off. needed to be returned."	8/30/2015
us	23921788	r1hmriuqihl269	b001abzgu2	435546417	bright starts lots of links accessory toy	baby	5	0	0	n	y	easy to use	"easy to use, easy for baby to grasp, handy for teething and for dangling toys from play gyms, etc."	8/30/2015
us	48547822	rjzm3tgias5b1	b00p0a6om8	771852590	"kassa inc static cling uv protection car sun shades, black, set of 2"	baby	5	0	0	n	y	exactly what i needed	excellent product - sticks easier than any others i've tried!	8/30/2015
us	11474643	rj9oncz8opyh0	b00ahvr5qy	424854542	"graco travel lite crib with stages, peyton (discontinued by manufacturer)"	baby	3	0	0	n	y	great for limited space	purchased this product 20 months ago for my 3rd child and am just now writing a review because i wanted to see how it held up. i still use it everyday for my 19 month old. it is very sturdy and convenient. i rated it 3 stars because when it first arrived i checked the material that holds up up the poles for the different stages and it was coming apart. i wanted to send it back but didn't have time to find something else. i sewed it to reinforce myself. so far that has worked fine. i also wish they sold replacement padding because things happen and it is empossible to find something else the same size if it needs to be replaced	8/30/2015
us	12518696	r1jxcx9y0cbrv6	b006y7oui6	708738860	3 sprouts storage bin	baby	5	0	0	n	y	adorable	this bin is adorable and heavy duty. its not hard sided and will fold in if you lean on it. holds a lot of toys.	8/30/2015
us	14458136	rofmba459oz97	b00c6d2woq	937476571	"dr. brown's deluxe bottle brush, blue"	baby	1	0	0	n	y	total junk - get a munchkin brush instead	"the brush unscrews just above the handle (it stores a small air vent brush inside) and after about a week of using it, the brush would come apart at the screw every time i used it. i wasn't unscrewing it to get the air vent brush since i have one out already, it's just a week point in the design. couldn't use it anymore after a week unless i just used the top brush part without the blue handle section - very disappointing. had similar issue with the regular (not deluxe) dr. brown's brush, which rusted and broke in half just below the top brush section after only a couple weeks. got a munchkin brush and it works great!"	8/30/2015
us	23921788	r3e0tnt8x8ldm4	b004fq087u	913956838	lollaland lollacup - infant/toddler sippy cup with straw	baby	5	0	0	n	y	we're very happy with this cup	"we're very happy with this cup. my 8 month old dislikes all bottles and barely drinks from other sippy cups, but she drinks pretty well from this. easy to clean and very cute."	8/30/2015
us	38000259	r2ypf10txmny	b00l2fpbxs	829719060	"amber teething necklace for babies (unisex) - anti flammatory, drooling & teething pain reduce properties - certificated natural oval baltic jewelry with the highest quality guaranteed."	baby	1	0	0	n	y	overrated	didn't work at all	8/30/2015
us	20306255	r2homn4x6tzo5l	b00ms9vtg0	744958174	"chicco keyfit 30 infant car seat, orion"	baby	5	0	0	n	y	would recommend to everyone!	bought this as a gift but have used chicco for my daughter and will for son. super easy to use and love the safety stats on these as well!!!	8/30/2015
us	43572560	r2uxkaufmpe0pj	b00028xjna	756441329	medela pump and save breast milk bags	baby	1	29	29	n	n	i hate these bags.	"these bags make it obvious why the lansinoh bags are so popular.<br /><br />cons:<br />- the medela bags are nearly impossible to get zip closed, and i can never seem to do it without getting milk on the top and air inside the bag.<br /><br />- they are also horrible for measurement. what looks like 5oz on the bag is actually around 4oz if you measure with a medela bottle. i'm not sure how to get the bag to stand up with milk in it and hit the 5oz mark correctly.<br /><br />- the idea of pumping directly into a bag is fantastic. but i exclusively pump and routinely get 4-5oz from one side, which makes pumping precarious because these bags are nearly full with that amount.<br /><br />- the medela bags do not freeze flat. they are thicker at one end, which makes these bags a space hog in my freezer.<br /><br />i'm only using these medela bags until my new box of lansinoh bags arrives in a couple of days."	8/30/2015
us	5285112	r2k30en7ecl1gy	b001uf8bl4	455054641	baby einstein	baby	1	0	0	n	y	one star	not real item，shipping is too slow	8/30/2015
us	48538229	r19f5y1xkd94pi	b005hwfo3y	913956838	lollaland lollacup - infant/toddler sippy cup with straw	baby	1	0	0	n	y	"terrible, leaks like crazy."	"terrible, leaks like crazy. only buy if your child never turns over their cup."	8/30/2015
us	34550617	r2cahz7ut5lpo2	b00tp1hwp6	173766835	"infant car mirror with ebook large black, for the car mom and baby by googah"	baby	5	0	0	n	n	pretty good mirror	"there is nothing better than looking back and seeing your little one safe and sound. rear facing is ideal for longer than most are aware. often times babies are turned around sooner than they should be because moms and dads are trying to keep an eye on them, or can’t see them, or their kiddo wants to see them. for their safety it’s best to keep them rear facing as long as possible and having a quality baby mirror makes that a bit easier to do.<br /><br />they made a mirror that has a clear view, and lets you see your precious baby in their safe rear facing car seat. the view is so clear that your baby will not have a difficult time seeing you as well.<br /><br />this baby mirror was super easy to install, and can be used with almost every vehicle as far as i can tell. the design provides for a large visible space, it is not heavy or bulky. i love affordable, quality baby items. if you don’t have a little one, you might consider buying one of these for someone you know who will be having a little one soon or has one! i think the design is actually really cute, and the soft rounded edges seem more appealing to me.<br /><br />**i received a free product for a review. my opinions are 100% honest and my own.**"	8/30/2015
us	605422	r25ybt4x5vp9d1	b00ddt1k4u	648404501	boon catch bowl with spill catcher	baby	1	0	0	n	y	quality is not good	"the quality is not good, i don't think it will be safe for my girl, will return it."	8/30/2015
us	48353300	r3a1fw7ch9jush	b00mn4if12	772064830	genuine natural baltic amber baby kids teething bracelet/anklet multicolour4 baroque by amber corner	baby	5	0	2	n	y	beautiful amber items! incredible service!	i am so very impressed! my order was fulfilled through amazon and they goofed with one of the 4 items. i contacted the seller and they went above and beyond what i would have expected to fix the issue. because of this amazing service and beautiful quality - i will find a reason to shop this seller as often as possible. i'm thankful i found her! good prices and quality items.	8/30/2015
us	13000770	r3h36saktv9muo	b00155wjrg	510029798	gerber first essential 6 pack silicone nipples	baby	1	0	0	n	y	leaky nipples (not a joke)	these nipples leaked pretty badly.	8/30/2015
us	14730724	ramzbjvw2d2ys	b003btxsce	723793355	summer infant mother's touch deluxe baby bather	baby	5	0	0	n	y	five stars	wonderful product!	8/30/2015
us	31144046	r2c7f72wtxwssl	b00hnjo5uw	862630497	"neat solutions attitude bib set, 5 count"	baby	5	0	0	n	y	awesome bibs	"love these bibs. soft, cute sayings, and do a great job!!!"	8/30/2015
us	24580643	r11rj9knv6b2sj	b00gu2waiw	948797176	toy storage net for stuffed animals - top quality hammock by kidde time (white)	baby	5	0	0	n	y	great to keep floor clean	this is in my son's room and he loves it. we have it hanging lower so that he can reach it and put his animals in and out by himself. it is a good quality and is lasting us for a long time. it is great for keeping stuffed animals off of the floor.	8/30/2015
us	19816055	r39ajdljjnfw2	b006z6e8ag	85257581	nuk mash and serve bowl	baby	4	0	0	n	y	four stars	convienant. i use it almost everyday.	8/30/2015
us	44463723	r34zmtghuotk2j	b00pb5ndpi	656529226	fitted crib sheet - parent	baby	5	0	0	n	n	love these organic sheets for my g'baby!!!!	"i recently ordered &#34;yourecofamily&#34; fitted crib sheet in beige. i must say i am very pleased with this purchase. i love the fact that it is 100% organic cotton, free from any chemicals, as i feel this is better for an infant, especially one that may have allergies or breathing problems or sensitive skin. organic has become highly recommended for children as well as adults. the size 28&#34; x 52&#34; x 9&#34; fits a standard crib mattress perfectly and has a really nice feel to it. i hope that they will come out with some different colors but for now the beige will work just fine. in fact, it would be perfect as a shower gift ... to be used for &#34;unisex&#34; gift.  also available is the flat sheet, pillowcases, and crib skirt, also &#34;organic&#34;.  the sheet comes packaged in a gift-style box, ready to give. i look forward to ordering more as needed. this was an excellent &#34;amazon&#34; purchase and as always, i am never disappointed. i did however; receive this product at a discount price in exchange for my honest, unbiased review. the price however does not affect my opinion of this product. you will love them :)"	8/30/2015
us	7402390	rfy5ylrphqijz	b00pc2dvne	576261442	3d crystal puzzle - puppy dog	baby	5	0	0	n	y	five stars	love it	8/30/2015
us	17909519	rxtepf3c4busr	b00cc14hmw	880853696	petit collage wood puzzle plus play	baby	5	0	0	n	y	fabulous!	None available.	8/30/2015
us	32507359	r1thzm5qntbmtj	b005jn6304	193325801	north states industries supergate easy swing and lock metal gate	baby	5	0	0	n	y	good dog gate	"we have three big dogs and wanted to keep them out of some of the rooms. the entrance to that part of the house is quite wide and we looked at several options, including one ourselves. this has been a very affordable solution, it was very easy to install, and it is easy to open and close."	8/30/2015
us	10290464	r2e9r5jkyingnr	b0018zc7h0	971823525	travel potty chair	baby	5	0	0	n	y	"good quality, easy to use, very portable, worth the purchase."	"perfect for taking around town and everywhere we go while potty training. well, my daughter is a champ, what can i say, but this has been helpful keeping her on track."	8/30/2015
us	15084416	r181mpoyykfaz1	b013rf851a	637406399	consider it maid silicone teething necklace for mom to wear - free e-book - bpa free and fda approved - life is good	baby	5	2	2	n	n	his has to be one of the most amazing inventions for babies	"[[videoid:c946e6f3f4ae3bb737d7d904bae64017]]his has to be one of the most amazing inventions for babies .this product arrived just as described and arrived very quickly , it was packaged perfectly and arrived in excellent condition .<br /><br />this product is a consider it maid baby toddler silicone teething necklace.this is 100% food grade silicone and safe, it is bpa free. it is also free of phthalates, lead , pvc , latex , metal , and cadmium . the soft, stimulating texture of the necklace soothes the pain of teething. it keeps your infant distracted and engaged while in your arms. provides a closer bond between you and your baby while looking like the stylish mom.it has a  breakaway clasp for added safety and is refrigerator safe.this necklace can be wiped clean with soap and water and is dishwasher top shelf safe, no more worries about nasty germs or dirt.<br /><br />i got this for my grandson , it works amazing and helps relieve his teething pain.this is perfect for baby or mom to wear and with the breakaway clasp you have no worries .this is not only functional but attractive , i wish they had these when my children were young .this is quite the idea this company made, and such a fabulous one. if you are looking for a great teething product for yourself or as a gift then you have found it .<br /><br />i highly recommend this product .i received this product at a discount in exchange for my honest review."	8/30/2015
us	41476782	r1bo7s2xllpdnd	b00pf8acfu	74823283	philips avent classic plus newborn starter set	baby	5	0	0	n	y	five stars	bought for a friend and she loves this product	8/30/2015
us	22327797	r2fs20tloqbb7v	b00fb5fi8i	509145368	"jj cole pacifier pod, cream & black"	baby	5	0	0	n	y	five stars	works like it should!	8/30/2015
us	12536186	r9mmx8m6y2l7	b00kasv5zg	800421148	bob revolution flex duallie stroller	baby	5	0	0	n	y	pushes easy. much upgrades since older models	"pushes easy. much upgrades since older models, fits key fit 30 chicco. padded seats, better buckles, 3 year old loves it! great product, swivel wheel is a must, spend the extra. folds good to fit in van."	8/30/2015
us	50898803	r1ngoe9ffhg1wa	b007vbyvva	992712602	"gerber birdseye count flatfold cloth diapers, white"	baby	3	0	0	n	y	three stars	good cleaning cloths	8/30/2015
us	20987450	rp3ztaqrl34fz	b011gw8fsy	688893918	"goglass borosilicate glass baby bottle 4 oz bpa free with extra nipple included free (pink) - best feeding bottles for preemie, newborns, infants, and toddlers shower gifts"	baby	5	0	0	n	n	... the go glass bottle for the first time and love it!	just used the go glass bottle for the first time and love it!! more importantly my one month old loves it! super cute as well 😄 easy to clean definitely recommend 👍🏻	8/30/2015
us	731576	rypgyfzy7tfof	b007q55blu	745045144	baby fanatic boston red sox receiving blanket	baby	3	0	1	n	y	three stars	had a small stain	8/30/2015
us	24623685	r3u2996k5yer6b	b003sp4ttm	403488270	mom invented sandwich cutters	baby	4	0	0	n	y	they still love it!	"smaller than i thought but the kids don't care, they still love it!"	8/30/2015
us	24622016	r16h0xt4qyiaf	b000vxlbay	554152292	lambs & ivy basket	baby	3	0	0	n	y	nice looking basket- size and quality not so great.	"i bought hits basket to store magazines and newspapers. it looks very nice in our living room - i really like the espresso color which blends in perfectly. the size, however, doesn't work well for me- it's much smaller at the base compared to the top and this reduces storage capacity. i also feel the quality for the price is just okay- could have been better. overall, the color and style of this basket goes very well in our living room, otherwise i probably would have returned it for a better quality product for that price."	8/30/2015
us	32015468	r15jbyjr38bp85	b0045i6iay	246038397	"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary"	baby	5	0	0	n	y	five stars	loved them	8/30/2015
us	1576222	rst8so06v4l4c	b004j6jiqi	520706601	i love you 8 white valentine bear with heart	Baby	5	0	0	N	Y	Five Stars	Girlfriend loved it.	8/30/2015
US	12459634	R3MLL7RWQF0O81	B003CK3LDI	392768822	wubbanub infant pacifier - giraffe	Baby	5	2	3	N	Y	MUST buy for new babies	"I LOVE WubbaNubs. &#34;Giraffee&#34; is one of my daughters favorite ones. WubbaNub's are perfect for babies. Once they can grab, the animal makes it so easy for the baby to find and stick back in their own mouth due to its size. This is nice because when they wake up in the middle of the night they can grab it and reassert it. Helps the baby to soothe themselves and fall right back to sleep. Plus they are absolutely adorable! Now that my daughter is older she loves to babble at her giraffe. They also can chew on different parts of the animal/noonie.<br /><br />I wash my daughters every other day in the washing machine and leave it to air dry! Super easy to clean!"	8/30/2015
US	20370560	R3I217L0P5PRJ1	B000P22YTI	508170926	wubbanub infant plush toy pacifier green frog	Baby	5	0	0	N	Y	Our daughter loves it!	Our daughter loves her frog so much that we now have two of them.  This is great because if she wakes up in the middle of the night and wants her pacifier she can easily grab it herself!	8/30/2015
US	14324704	R2WOALUE0F2T34	B0082I1IOO	658108028	"mam glow in the dark night orthodontic pacifier, girl, 6+ months, 2-count"	Baby	5	0	0	N	Y	Five Stars	Excellent	8/30/2015
US	11209957	RJ2ESUGLL44TE	B0078HD4LK	376433342	"nuk pacifier, advanced orthodontic, colors may vary, 0-6 m, 2 pack"	Baby	5	0	0	N	Y	My infant loves these. They are high-quality material and ...	"My infant loves these. They are high-quality material and the nipple fit in my daughter's mouth when she was only a few days old. She's still using them at 7 weeks and will probably continue until she graduates to the larger size. They seem a little pricey, but I am willing to pay a higher price for NUK products."	8/30/2015
US	9232648	R12GS48GGS342D	B0057EEC3A	218530709	"philips avent translucent orthodontic infant pacifier, 0-6 months"	Baby	5	0	0	N	Y	!	"Good product, as described. Arrived on time"	8/30/2015
US	22407263	RF9AFROPBZDOB	B00BVUQEWG	211963857	"mam night bpa free glow in the dark silicone pacifier, 6 months, 2 pack"	Baby	5	0	0	N	Y	Great!	These arrived yesterday and I'm so excited! Our daughter spits her pacifiers out between rooms at night and I find myself frantically searching the dark floor. I set them under a lamp for a few minutes and it was still glowing when I went t check on her hours later. Very happy with this purchase!	8/29/2015
US	130819	RB9WN05XBWHNS	B00EDKT4UU	449819764	wubbanub infant pacifier - tiger	Baby	5	0	0	N	Y	Bought one because I heard good things about it	Bought one because I heard good things about it. My son loves it! I'll be buying more in the future!	8/29/2015
US	10544851	R19MRGJZHVATQ3	B00PF841HA	449026476	"philips avent freeflow pacifier bpa, free blue / white, 0-6 months"	Baby	5	0	0	N	Y	Favorite pacifiers	These are our favorite pacifiers and I will continue to buy them for my own babies as well as gifts for others.	8/29/2015
US	261873	R3K4BR7TIXGEOX	B00KCNIOUI	495764832	chicco pacifier soft silicone	Baby	2	0	0	N	Y	"The nipple part of the pacifier is fine, but didn't seem like anything special"	"The nipple part of the pacifier is fine, but didn't seem like anything special.  The shape of the area around the face makes for a great &#34;handle&#34; for baby to hold on to and yank the pacifier out.  My daughter continually pulled out the pacifier and would get really upset, so we quit using them."	8/29/2015
US	5917281	R32PSTXBHIC7L7	B00J3E2D7W	130912179	"tommee tippee closer to nature everyday pacifier 2 pack, 0-3 months"	Baby	5	0	0	N	Y	... went above and beyond to make sure I was satisfied. Thanks	"All I have to say is wow for both the product and the seller my baby girl loves these and while there was a tiny misunderstanding which wasn't even that big of a deal this seller went above and beyond to make sure I was satisfied.<br /><br />Thanks,"	8/29/2015
US	39824225	R276A8JHY3995L	B00DYOQMF6	892018890	"mam night orthodontic pacifier, boy, 0-6 plus months, 2-count"	Baby	5	0	0	N	Y	Great compact pacifiers	"These pacifiers are compact, orthodontic, and my son took to them instantly. I also love the carrying case that can be used to sterilize the pacifiers in the microwave.<br /><br />I wish they glowed a little more brightly and for a longer time (they lose their glow after ~thirty minutes or so), but it's not a huge issue."	8/29/2015
US	23440754	RG069FYKF0U2U	B001L2SA3A	364133280	philips avent bpa free night time pacifier	Baby	4	0	0	N	Y	these work great and are super easy to attach to a pacifier ...	"Hey, these work great and are super easy to attach to a pacifier clip, but they don't even kind of glow in the dark."	8/29/2015
US	38035798	R2LHORKBRA09RO	B001KK6I8M	396695183	wubbanub infant pacifier - red dog	Baby	5	0	0	N	Y	Five Stars	The best	8/29/2015
US	19852922	R28NXUO2TRX9ZW	B0045I6IA4	246038397	"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary"	Baby	5	0	0	N	Y	Finally!  Success!	The only binky we've been able to get the little one to take!	8/29/2015
US	49541958	R3R0UQWQOR8MDJ	B00BIFAEEI	955350284	dr. brown's prevent classic pacifier	Baby	5	0	0	N	Y	Five Stars	"Came fast, item just as described."	8/28/2015
US	14652622	RAV784AEUO7SA	B001AVMF10	833430714	"natursutten bpa-free natural rubber pacifier, rounded nipple"	Baby	2	9	11	N	Y	Other brands are far superior	"Out of all the natural pacifiers out there, this is my least favorite. Even when brand new the nipple would stick to the ring and my daughter (7 months) would get frustrated because then she couldn't suck on the pacifier. It also seems stickier in general than the other brands right out of he box. It's fine to use if I'm lying right beside her and can unstick the nipple from the outer ring but is a definite no go for bed time unless I want to get up often (which who in their right mind does?!). We have found much better success with the eco piggy. It seems so much more high quality."	8/28/2015
US	12790123	R3E7AL77KGTT8B	B0028IDXDS	450475749	wubbanub brown monkey pacifier	Baby	5	0	0	N	Y	Favorite Binkie	Our grandson started on this binkie while still in the NICU. The monkey's weight keeps it pretty much in place - and because of its size it hasn't been misplaced or lost.	8/28/2015
US	14652622	R2MENJ5IB4AWC0	B003LVXSQI	717616351	ecopiggy rounded natural pacifier (1pk)	Baby	5	6	8	N	Y	best one we've found	"We have tried several other brands of natural pacifiers and this one is our favorite. It seems to be of the highest quality, smell the least weird (though they all smell weird when brand new), and have the best shape. In fact, this is the only one I have bought more than one of and I will continue to do so as needed. Stay away from natursutten- the nipple sticks to the outer ring making baby really frustrated when they go to put the paci in their mouth."	8/28/2015
US	33169369	RECHCGBYJEDJ1	B00JPSTQN0	932712522	airflow baby 14 mesh crib liner	baby	2	0	1	n	y	but now that the crib is on the lowest level they're useless. totally collapse and look sloppy	"acceptable when crib is up, but now that the crib is on the lowest level they're useless. totally collapse and look sloppy. disappointed."	8/28/2015
us	43110217	r2oqzckdadxnzj	b009vkb3pq	178582205	"uber mom wipebox, aqua bow"	baby	4	0	0	n	y	cute and functional	super cute. great for grabbing wipes as you walk out the door. after a week or so the wipes do dry out but this case is much easier to throw in a diaper bag than a box of wipes and it's so adorable	8/28/2015
us	32761553	r357c38jyv00lr	b00aho43bg	667171015	fctry - baby pacifiers	baby	5	0	0	n	y	who doesn't love a baby with a mustache	hilarious. who doesn't love a baby with a mustache.	8/28/2015
us	5276606	r2qlxb24ofr3sd	b0083sxalm	122928450	nuby bath tub toy	baby	5	0	0	n	n	fun toy	"this toy has been so much fun this summer. have brought it to the pool many times and had a blast. bath time has gotten messy but fun! my son is 15 months old, and cannot fill it with water but has no problem pushing it out if i hold the squid."	8/28/2015
us	34761565	r1coxfmkp3cqvq	b00u46546k	259731240	"premium backseat organizer for kids, cars - large size, free e-book, #1 kids’ accessories, car seat protector-kick mat, made of durable material…"	baby	5	0	0	n	y	perfect to keep the kid's junk off the floor of your car.	"this is amazing and has all the right pockets to fit all the junk my kids leave in the back of the car. i am so pleased, i'm getting another one for the other side."	8/28/2015
us	35151509	r2i8wqusennn8f	b002qyw8lw	102453137	baby banana toothbrush	baby	5	0	0	n	y	the best!	my 9 month old loves this. she loves it so much that she will hold still for me while i change her diaper if she's holding it. it basically doubles as a teether. the design prevents choking. what a great product.	8/28/2015
us	14652622	r18kd7yoj5lb30	b000jot2ro	127426739	"munchkin stay put suction bowl, 3 count"	baby	2	0	0	n	n	"if they call this suction, they've never had a hicky"	"i think these deserve a bad review because they most certainly don't stop anybody from flinging their food around. the suction is pretty much non-existent. if these were marketed as plain ole toddler bowls then they would get a four star review from me. but that's not why i bought them. there are plenty of cuter, better options for plain toddler bowls. and so these sit mostly unused. but they do make good bath toys ;-)."	8/28/2015
us	117109	r3fffbey1hh2ai	b0119zv53k	496505459	best baby shampoo - pure and natural ingredients for no tears - suitable for super sensitive hair and scalp - fruit extracts for clean and conditioned hair - usa made by california products 8oz	baby	5	1	1	n	n	bought this because of the reviews.....	"bought this because of the great reviews about it and they're all true. i have really sensitive scalp so i'm very prone to dandruff. it's a little hard because i switch from shampoo to shampoo but i've never found the right one until this. it really is gentle and its smell is not anything too grand, just light and simple. i like that because it means there's less irritants in it. i've been using this for almost a week now and it's just great. i don't have dandruff anymore and it never makes me itch."	8/28/2015
us	23335951	r20jzpzmr9an6n	b00whu5nd0	634222197	hurley hippo bath toy organizer	baby	5	0	0	n	y	i am extremely happy with the hippo organizer	i am extremely happy with the hippo organizer. it is the third organizer i am buying and finely this one is just perfect. my son loves it too.	8/28/2015
us	26178022	r87wgboct0oor	b0091doek4	409033722	dr. browns unisex baby natural flow level two standard nipple	baby	2	0	0	n	y	holes seem smaller	these stage 2 nipples are different than the stage 2 nipples i have at home.  the hole isn't as large so it's a lit harder for my baby to get the milk out.	8/28/2015
us	39758868	roijzwz3j5ksz	b0134vaukg	975029616	"universal stroller organizer bag - baby stroller accessory, fits all strollers - front stroller organizer bag"	baby	4	1	2	n	n	but it isn't useful for items of any size	"this is a very high quality bag, strong stitching. however, it isn't as deep and big as it appears (even though the measurements are presented, it is still a surprise to see the actual size). in the promo pic, things are sticking out of the pockets, which is an actual depiction, because if you try to put a water bottle in it, pack of wipes, or diapers, they are going to protrude. the actual depth of the carrier is smaller than the length of my hand (see pictures). the back zippered pocket can hold some small items (i.e. keys), but it isn't useful for items of any size. the promo picture also shows a phone held in the front pocket; however, i wouldn't count on that being a use for it. i own a sony phone with a non-slip cover. total width is 3 1/2&#34;. it wouldn't fit in this pocket.<br /><br />the velcro that holds this in place is strong, so that's a plus, but i didn't test this with a lot of heavy items in place. i.e., will it hold up with a full complement of heavy items, such as a water bottle, sunscreen, baby wipes, diapers, keys, etc? like i said, the velcro is a decent size, and gripped well, so it's possible.<br /><br />i liked also that this can be used as a carry all for other things, not just on a stroller. for example, it can be used as a &#34;fanny pack&#34; for a bicycle. want to carry some power up bars, water bottle, first aid items on a mountain biking trip? this could come in handy for that. i'm not sure that a guy would want to use this with the giant &#34;maternity&#34; logo in pink on the front though. if it weren't there, it could be great for men or women to use in whatever capacity it was needed.<br /><br />overall, it is a nice organizer."	8/28/2015
us	638368	r3cshe23qx1sxu	b00joojx7o	816863839	"ikea kladd prickar baby bib set with sleaves, 4 pack by chadamyi"	baby	5	0	0	n	y	five stars	these are perfect for messy eaters as well as arts and crafts	8/28/2015
